case_id,round,company,page,page_role,source_method,confidence,baseline_year,baseline_sales_oku,target_year,target_sales_oku,increase_oku,increase_target_year,stated_rate_pct,stated_rate_target_year,stated_rate_type,stated_cumulative_growth_pct,calculated_cagr_pct,reported_cagr_pct,multiple,validation_status,selection_score,raw,pdf_url
s1_outline_156,1次,株式会社ダイセイ,1,長期成長ビジョン,sales_box_rectangle,high,2023,,2031,,12,2031,166,2031,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標 2031年30億円企業をめざす
• 2031年までに会社全体の売上高成長率166％
• 2031年までに会社全体の売上高増加額12億円
2023年 2031年 増加額 成長率
売上高 1,806,877 3,000,000 1,193,123 166.0%
営業利益 89,941 346,000 256,059 384.7%
給与支給総額 743,845 1,100,000 356,155 147.9%
減価償却費 34,351 93,500 59,149 272.2%
付加価値額 868,137 1,539,500 671,363 177.3%",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_156.pdf
s1_outline_157,1次,ハマダコンフェクト株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,,52,2029,35,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2029年度までの会社全体の売上高成長率35％
• 2029年度までの会社全体の売上高増加額52億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_157.pdf
s1_outline_158,1次,平和食品工業株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2025,,2032,,72,2032,212,2032,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標（2025年→2032年）
• 2032年までの会社全体の売上高成長率212％
• 2032年までの会社全体の売上高増加額72億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_158.pdf
s1_outline_159,1次,浦島観光ホテル株式会社,1,長期成長ビジョン,left_column_sales_band,medium,2023,,2029,,26.3,2029,,,,,,,,Box内明記値確認済み（算術検算対象外）,77,"売上成長目標
• 23年度→29年度迄のコンソーシアム全体の売上成長
＋47％
• 23年度→29年度迄の会社全体の売上高増加額
＋26.3億円
23年度 売上 29年度 売上 成長率",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_159.pdf
s1_outline_16,1次,株式会社旭ウエルテック,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,,29.9,2029,240,2029,売上高成長率（定義未確定）,,,,2.49,Box内明記値確認済み（算術検算対象外）,105,"製造業全体の底上げを実現する。
売上成⾧目標
• 2029年までのコンソーシアム全体の売上高成⾧率240％
• 2029年までのコンソーシアム全体の売上高増加額29.9億円
• 2029年までのコンソーシアム全体の付加価値額23.4億円 (2.49倍UP)",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_16.pdf
s1_outline_162,1次,信光陸運株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2024,28.82,2034,28.82,33.19,2034,8.93,2034,CAGR明記,,0,,2.15,増加額不整合,113,"売上成⻑⽬標
• 当社は2024年5⽉期の売上⾼28.82億円を基点として、
2034年5⽉期までの10年間で売上⾼を約62.01億円に到
達させることを⽬標とする。これは約2.15倍の増加（増加額
約33.19億円）であり、年平均成⻑率（CAGR）は約
8.93%に相当する。
• 新規事業として⾷品保管を開始し、既存の配送、タイヤ保管、
家電事業と組み合わせて、広域ネットワークを活⽤し新たな顧
客を獲得。また、アソート出荷対応やAIを活⽤した在庫管理
システムの導⼊により、サービスの質を向上させ、既存顧客との
信頼関係を強化し、継続的な取引と追加受注を⽬指す。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_162.pdf
s1_outline_164,1次,株式会社福砂屋グループ,1,長期成長ビジョン,sales_box_rectangle,high,2022,134.3,2033,52.7,88,2033,64.5,2033,売上高成長率（定義未確定）,,-8.152617941408224,,,増加額不整合 / 成長率定義要確認,143,"売上成長目標
(グループ全社連結)2033年度 134.3億円
• 2033年期までの長期の売上高成長率+64.5％
• 2033年期までの長期の売上高増加額+52.7億円
*上記2022年度比較
(東京連結) 2033年度 88.0億円
• 2033年期までの長期の売上高成長率+146.0％
• 2033年期までの長期の売上高増加額+52.2億
*上記2022年度比較",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_164.pdf
s1_outline_166,1次,株式会社福地建設,1,長期成長ビジョン,visual_manual_override,high,2023,,2030,,495,2030,636,2030,累積成長率明記,,,,,原本画像目視確認済み,85,2023年度決算実績比較：2030年までの会社全体売上高成長率636%、売上高増加額495億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_166.pdf
s1_outline_167,1次,銘建工業株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,436,133,2029,44.1,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,143,"売上成長目標
最新の省力化・検品技術を活かした新工場への大規模投資を成長ドライバとし、
2029年度までに以下の成長目標を達成する。
• 会社全体の売上高 436億円
• 会社全体の売上高増加額 133億円
• 会社全体の売上高成長率 44.1％ 会社全体の付加価値額 75.5億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_167.pdf
s1_outline_168,1次,株式会社大真空,1,長期成長ビジョン,sales_box_rectangle,high,2027,,2030,,370,2030,86,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標（単体）
•
2030年3月期までに 会社全体の売上高成長率86％
•
2030年3月期までに 会社全体の売上高増加額370億円
売上成長目標（連結）
•
2030年3月期までに グループ全体の売上高成長率72％
•
2030年3月期までに グループ全体の売上高増加額380億円
※基準年（2027年3月期）と比較して算出しています",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_168.pdf
s1_outline_169,1次,サトウ食品株式会社,1,長期成長ビジョン,left_column_sales_band,medium,,,,,,,,,,,,,2,Box座標抽出済み,39,"はん」という認知を得ている。
• 10年前と比較して当社売上高・生産量は約2倍に引き上げている。
• しかし、近年は当社予想を大幅に上回る需要増大局面にあり、生産能力が
逼迫。さらなる生産量増強の必要性がある。
• そのため、当社にとって過去最大規模となる総工費80億円の設備投資を行
い、次世代米飯生産ラインを開発。バリューチェーン強化を図り、サプライ
チェーン全体での高い経済波及効果を実現。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_169.pdf
s1_outline_17,1次,進工業株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2022,,2027,100.38,,,102.3,2027,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
・2022年度～2027年度までの売上高成長率102.3％
・2022年度～2027年度までの売上高成長額10,038百万円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_17.pdf
s1_outline_170,1次,株式会社光製作所,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,,26,2029,272,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2029年までの会社全体の売上高成長率272％
• 2029年までの会社全体の売上高増加額26億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_170.pdf
s1_outline_171,1次,昭和産業株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2030,,86,2030,81,2030,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2030年4月期までに会社全体の売上高成長率：＋81％
• 2030年4月期までに会社全体の売上高増加額：＋86億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_171.pdf
s1_outline_173,1次,中央紙通商株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2024,,2030,,32,2030,4.7,2030,CAGR明記,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
【連結】（24/3期比）
• 29/3期までの売上高増加額 ：32億円（CAGR4.7％）
【単体】（24/3期比）
• 2030年までの売上高増加額 ：28億円（CAGR4.1％）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_173.pdf
s1_outline_174,1次,株式会社Ｐｌａｎ・Ｄｏ・Ｓｅｅ琉球,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,,29,2029,127,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
【Plan･Do･See琉球】
・2029年3月期迄に、売上高成長率127％、売上高増加額29億円
【 Plan･Do･See 】
・2029年3月期迄に、売上高成長率104％、売上高増加額40億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_174.pdf
s1_outline_177,1次,さいほく鉄工株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2033,,56.9,2033,350.38,2033,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2033年までに会社全体の売上高成長率
単体350.38％/ 連結349.69％
• 2033年までに会社全体の売上高増加額
単体56.9億円/連結58.4億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_177.pdf
s1_outline_19,1次,株式会社XEN GROUP,1,長期成長ビジョン,sales_box_rectangle,high,2022,,2029,,82,2029,308,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
会社全体
• 2022年度→2029年度まで売上高成長率308％
• 2022年度→2029年度までの売上高増加額82億円
補助事業
• 2022年度→2029年度まで売上高成長率3600％
• 2022年度→2029年度までの売上高増加額64億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_19.pdf
s1_outline_2,1次,株式会社アイ・テック,1,長期成長ビジョン,sales_box_rectangle,high,2023,,2028,,349,2028,32.1,2028,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
• 2023年3月期～2028年３月期の5年間における
会社全体の売上高成長率:32.1％
• 2023～2028年３月期の5年間における会社全体の
売上高増加額:349億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_2.pdf
s1_outline_20,1次,エスティケイテクノロジー株式会社,1,長期成長ビジョン,visual_manual_override,high,,,2029,,45,2029,4,2029,売上高成長率（定義未確定）,,,,,原本画像目視確認済み,85,"2029年3月期までの目標
会社全体 売上高成長率4.0%／売上高増加額45億円
補助事業 売上高成長率5.6%／売上高増加額19億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_20.pdf
s1_outline_21,1次,株式会社くまさんメディクス,1,長期成長ビジョン,sales_box_rectangle,high,2023,306,2030,306,500,2030,64,2030,売上高成長率（定義未確定）,,0,,,増加額不整合 / 成長率定義要確認,143,"売上成長目標（2030年に向けて）
直近2023年8月期の会社全体の売上高306億円
増加額194億円
成長率64％
2030年8月期会社全体の売上高目標
500億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_21.pdf
s1_outline_22,1次,BBSジャパン株式会社,1,長期成長ビジョン,sales_box_rectangle,high,,,2029,,40,2029,28,2029,売上高成長率（定義未確定）,,,,,Box内明記値確認済み（算術検算対象外）,135,"売上成長目標
※基準年度比（基準年度2026/6：基準年度＋3年後2029/6)
• 2029年6月期までの会社全体の売上高成長率：28％
• 2029年6月期までの会社全体の売上高増加額：40億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_22.pdf
s1_outline_23,1次,株式会社ジェーイーエル,1,長期成長ビジョン,sales_box_rectangle,high,2023,145,2030,231,,,15,2030,売上高成長率（定義未確定）,,6.878905271930402,,,成長率定義要確認,105,"売上成⾧目標
• 2030年5月期までの会社全体の売上高成⾧率毎年15％
• 2030年5月期の会社全体の売上目標231億円（直近2023
年５月期145億円）
（補助事業となる尾道工場の2030年5月期の売り上げ目標80
億円、会社全体の売上に対する割合34%）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_23.pdf
s1_outline_24,1次,株式会社フジキン,1,長期成長ビジョン,visual_manual_override,high,2023,1701,2030,3000,,,,,,,,,1.8,原本画像目視確認済み,77,"【連結】2023年度1,701億円→2030年度3,000億円（1.8倍）。【単体】2023年度836億円→2030年度1,420億円（1.7倍）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_24.pdf
s1_outline_25,1次,日本リファイン株式会社,1,長期成長ビジョン,sales_box_rectangle,high,2023,209,2029,500,291,2029,239,2029,売上高成長率（定義未確定）,,15.647776270821211,,,成長率定義要確認,143,"売上成長目標
【グループ全社】
2023年度：209億円→2029年度： 500億円
• 2029年度でにグループ全体の売上高成長率239％
• 2029年度までにグループ全体の売上高増加額291億円
【日本リファイン（株）】
2023年度：121億円→2029年度 189億円
• 2029年度までに会社全体の売上高成長率156％
• 2029年度までに会社全体の売上高増加額68.4億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_25.pdf
